Transaction_ID,Time,Amount,Transaction_Type,Transaction_Freq,Class
150,1,466.97,3,26,0
151,1,154139.72,1,26,0
152,1,82685.93,1,26,0
153,1,83857.23,1,26,0
154,1,99109.77,1,26,0
155,1,187726.67,1,26,0
157,1,186447.51,1,26,0
158,1,81029.86,1,26,0
159,1,139054.95,1,26,0
160,1,154716.2,1,26,0
161,1,53631.83,1,26,0
163,1,267148.82,1,26,0
164,1,47913.58,1,26,0
165,1,193605.38,1,26,0
167,1,169409.87,1,26,0
168,1,25793.74,1,26,0
169,1,114712.48,1,26,0
170,1,89038.75,1,26,0
171,1,1341.58,1,26,0
172,1,44443.08,1,26,0
173,1,34729.64,1,26,0
174,1,105979.34,1,26,0
175,1,57794.61,1,26,0
176,1,15918.79,1,26,0
177,1,19162.08,1,26,0
178,1,220691.42,1,26,0
179,1,9536.54,1,26,0
180,1,29784.06,1,26,0
181,1,190445.51,1,26,0
182,1,57279.11,1,26,0
183,1,112086.81,1,26,0
184,1,80311.89,1,26,0
185,1,151829.91,1,26,0
186,1,26004.52,1,26,0
187,1,3146.16,1,26,0
189,1,191702.06,1,26,0
191,1,202332.08,1,26,0
192,1,55105.9,1,26,0
193,1,171508.59,1,26,0
194,1,178439.26,1,26,0
195,1,88834.86,1,26,0
196,1,210370.09,1,26,0
197,1,36437.06,1,26,0
198,1,82691.56,1,26,0
200,1,187728.59,1,26,0
201,1,271002.7,1,26,0
203,1,10782.94,1,26,0
204,1,89962.11,1,26,0
205,1,101940.14,1,26,0
206,1,163100.34,1,26,0
207,1,136030.66,1,26,0
208,1,68912.23,1,26,0
209,1,73464.06,1,26,0
210,1,106117.28,1,26,0
212,1,71991.42,1,26,0
213,1,91379.93,1,26,0
214,1,26759.05,1,26,0
215,1,128487.35,1,26,0
216,1,252908.87,1,26,0
217,1,64489.64,1,26,0
218,1,171369.73,1,26,0
219,1,4493.29,3,26,0
220,1,12121.5,3,26,0
221,1,2278.19,3,26,0
222,1,7707.44,3,26,0
223,1,4013.02,3,26,0
224,1,5775.15,3,26,0
225,1,4843.93,3,26,0
226,1,2397.82,3,26,0
227,1,4391.44,3,26,0
228,1,4497.87,2,26,0
229,1,7452.89,3,26,0
230,1,3930.81,3,26,0
231,1,71532.24,1,26,0
232,1,61159.51,1,26,0
233,1,12401.9,1,26,0
234,1,32702.61,1,26,0
235,1,6926.67,3,26,0
236,1,893.57,3,26,0
238,1,3608.41,3,26,0
239,1,5946.79,3,26,0
240,1,6099.96,3,26,0
241,1,372.34,3,26,0
242,1,4635.18,3,26,0
243,1,1267.97,3,26,0
244,1,6911.99,3,26,0
245,1,1795.67,3,26,0
246,1,3199.06,3,26,0
247,1,10265.17,3,26,0
248,1,9029.12,3,26,0
249,1,7600.57,3,26,0
250,1,2057.71,3,26,0
251,1,3823.08,3,26,0
252,1,2806.0,4,26,1
253,1,2806.0,1,26,1
254,1,6737.2,3,26,0
255,1,9161.98,3,26,0
256,1,1239.06,3,26,0
257,1,365.0,3,26,0
258,1,5237.54,3,26,0
259,1,2618.76,3,26,0
260,1,339.82,3,26,0
261,1,1393.46,2,26,0
262,1,2731.37,3,26,0
263,1,8364.73,3,26,0
264,1,6598.71,3,26,0
265,1,4304.58,3,26,0
266,1,2867.14,3,26,0
267,1,2946.38,3,26,0
268,1,507.12,3,26,0
269,1,3020.86,3,26,0
270,1,8948.03,3,26,0
272,1,1084.9,3,26,0
273,1,9456.69,3,26,0
274,1,5812.36,3,26,0
275,1,157883.07,4,26,0
276,1,2734.77,3,26,0
277,1,102153.86,1,26,0
278,1,584.52,3,26,0
279,1,6113.14,3,26,0
281,1,215338.28,1,26,0
282,1,65521.42,1,26,0
283,1,116977.58,1,26,0
284,1,262392.36,1,26,0
285,1,51121.05,1,26,0
286,1,202624.59,1,26,0
287,1,118235.16,1,26,0
288,1,118056.71,1,26,0
291,1,58820.08,1,26,0
292,1,4419.04,3,26,0
293,1,4270.02,3,26,0
294,1,3007.83,3,26,0
295,1,1824.59,3,26,0
296,1,993.46,3,26,0
298,1,1445.06,3,26,0
299,1,4059.25,3,26,0
300,1,3417.18,3,26,0
301,1,3428.95,2,26,0
302,1,5580.98,3,26,0
303,1,3455.85,2,26,0
304,1,7265.63,3,26,0
305,1,3852.64,3,26,0
306,1,7870.29,3,26,0
307,1,12872.92,2,26,0
308,1,6675.34,3,26,0
310,1,13310.78,3,26,0
311,1,664.35,3,26,0
312,1,2130.3,3,26,0
313,1,7771.4,3,26,0
314,1,36349.35,3,26,0
315,1,749.34,3,26,0
316,1,2340.34,3,26,0
317,1,9686.85,3,26,0
318,1,15785.85,3,26,0
319,1,9006.78,3,26,0
320,1,9014.95,3,26,0
321,1,14420.66,3,26,0
322,1,4802.31,3,26,0
323,1,28527.44,3,26,0
324,1,4182.93,3,26,0
325,1,4088.21,3,26,0
326,1,8491.9,3,26,0
327,1,6666.78,2,26,0
328,1,6536.86,3,26,0
329,1,40684.97,1,26,0
330,1,1553.21,3,26,0
331,1,7344.92,2,26,0
332,1,106267.21,1,26,0
333,1,5491.5,3,26,0
334,1,3666.42,3,26,0
335,1,5507.18,3,26,0
336,1,4565.14,2,26,0
337,1,11348.71,3,26,0
338,1,123179.97,4,26,0
339,1,7073.6,3,26,0
340,1,2803.83,3,26,0
341,1,106.81,3,26,0
342,1,6297.71,3,26,0
343,1,2610.01,3,26,0
344,1,5320.1,3,26,0
345,1,1460.63,3,26,0
347,1,3584.21,2,26,0
348,1,3704.97,3,26,0
349,1,2773.61,3,26,0
350,1,3896.42,3,26,0
351,1,18781.84,3,26,0
352,1,6660.33,3,26,0
353,1,26923.42,4,26,0
354,1,53783.57,4,26,0
355,1,80333.28,4,26,0
356,1,211075.91,4,26,0
357,1,100677.86,4,26,0
364,1,180368.84,4,26,0
367,1,996.0,2,26,0
368,1,176334.26,4,26,0
369,1,161217.61,4,26,0
370,1,108443.61,4,26,0
371,1,75442.68,4,26,0
372,1,55536.86,4,26,0
385,1,179253.24,4,26,0
386,1,5446.88,3,26,0
387,1,648.64,3,26,0
388,1,8494.71,3,26,0
390,1,143236.26,0,26,0
391,1,228451.89,0,26,0
392,1,35902.49,0,26,0
393,1,232953.64,0,26,0
394,1,12607.08,0,26,0
395,1,193492.68,0,26,0
396,1,60836.64,0,26,0
397,1,62325.15,0,26,0
399,1,135324.19,0,26,0
403,1,151862.38,0,26,0
404,1,228710.05,0,26,0
405,1,220431.09,0,26,0
406,1,182861.45,0,26,0
407,1,231881.5,0,26,0
408,1,38071.17,0,26,0
409,1,87117.29,0,26,0
410,1,114271.72,0,26,0
411,1,73199.1,0,26,0
413,1,106847.36,0,26,0
414,1,6287.28,0,26,0
415,1,24936.34,0,26,0
416,1,55837.16,0,26,0
417,1,63255.29,0,26,0
418,1,104605.78,0,26,0
419,1,154160.82,0,26,0
420,1,257348.03,0,26,0
421,1,201073.81,0,26,0
422,1,53560.68,0,26,0
424,1,227335.16,0,26,0
425,1,134426.08,0,26,0
426,1,2643.45,0,26,0
427,1,134977.11,0,26,0
428,1,25090.03,0,26,0
429,1,147388.67,0,26,0
430,1,217615.09,0,26,0
432,1,12336.48,0,26,0
434,1,12607.08,0,26,0
435,1,132953.45,0,26,0
436,1,214851.41,0,26,0
437,1,54988.56,0,26,0
438,1,62871.06,0,26,0
439,1,61150.85,0,26,0
440,1,131409.27,0,26,0
441,1,10844.33,0,26,0
442,1,2054.84,3,26,0
444,1,13289.87,0,26,0
445,1,27070.11,0,26,0
446,1,12607.08,0,26,0
447,1,197031.04,0,26,0
448,1,144366.64,0,26,0
449,1,7965.49,0,26,0
450,1,123103.74,0,26,0
451,1,106634.77,0,26,0
452,1,74933.22,0,26,0
453,1,120234.99,0,26,0
454,1,5763.99,0,26,0
455,1,156922.36,0,26,0
456,1,162665.98,0,26,0
457,1,110226.34,0,26,0
458,1,142577.44,0,26,0
459,1,6915.38,0,26,0
460,1,157108.01,0,26,0
461,1,223555.14,0,26,0
462,1,146331.12,0,26,0
463,1,141131.23,0,26,0
464,1,222711.47,0,26,0
465,1,84980.31,0,26,0
467,1,79285.8,0,26,0
468,1,57809.81,0,26,0
469,1,75043.17,0,26,0
470,1,248196.92,0,26,0
471,1,18851.44,0,26,0
473,1,235564.81,0,26,0
474,1,32325.24,0,26,0
477,1,103005.78,0,26,0
478,1,108803.98,0,26,0
479,1,259753.27,0,26,0
480,1,234094.24,0,26,0
482,1,186838.95,0,26,0
483,1,193161.04,0,26,0
484,1,152823.85,0,26,0
485,1,91457.82,0,26,0
487,1,8679.13,0,26,0
488,1,2099.59,0,26,0
489,1,221693.08,0,26,0
490,1,206097.65,0,26,0
491,1,22384.21,0,26,0
492,1,73210.99,0,26,0
493,1,236747.6,0,26,0
494,1,6284.18,0,26,0
495,1,100198.77,0,26,0
496,1,160347.32,0,26,0
498,1,63189.26,0,26,0
499,1,196725.32,0,26,0
500,1,5882.32,3,26,0
501,1,625.92,2,26,0
502,1,5937.72,3,26,0
503,1,9796.29,3,26,0
504,1,13449.95,3,26,0
505,1,4749.6,3,26,0
506,1,6460.86,3,26,0
507,1,3605.26,3,26,0
508,1,624.61,3,26,0
509,1,3854.92,3,26,0
511,1,4402.86,3,26,0
512,1,147804.02,1,26,0
513,1,151.2,3,26,0
514,1,58.21,3,26,0
515,1,5936.82,3,26,0
516,1,145944.67,1,26,0
517,1,7206.33,4,26,0
518,1,5581.55,2,26,0
519,1,5853.21,2,26,0
520,1,2528.1,3,26,0
521,1,5655.17,3,26,0
522,1,1456.09,3,26,0
523,1,4252.82,3,26,0
525,1,8811.67,3,26,0
526,1,12666.68,3,26,0
527,1,95636.49,1,26,0
528,1,195314.34,1,26,0
529,1,6049.09,3,26,0
530,1,14306.8,3,26,0
531,1,1117.34,3,26,0
532,1,3179.7,2,26,0
533,1,2880.68,3,26,0
534,1,3060.54,3,26,0
535,1,879.42,3,26,0
536,1,3486.78,3,26,0
537,1,21530.96,3,26,0
538,1,2426.31,3,26,0
539,1,5110.1,3,26,0
540,1,207.75,3,26,0
541,1,18437.04,3,26,0
542,1,8690.69,3,26,0
543,1,4946.03,3,26,0
544,1,5432.09,3,26,0
545,1,7649.41,3,26,0
546,1,3943.17,3,26,0
547,1,3101.33,3,26,0
548,1,51719.13,4,26,0
549,1,13465.91,3,26,0
550,1,19561.05,3,26,0
551,1,9762.28,3,26,0
552,1,9778.81,3,26,0
554,1,5055.94,3,26,0
555,1,2858.89,3,26,0
556,1,8531.42,3,26,0
557,1,84.22,3,26,0
558,1,227478.01,1,26,0
559,1,5033.02,3,26,0
560,1,100588.8,4,26,0
561,1,9374.72,3,26,0
562,1,12607.08,3,26,0
563,1,4531.55,3,26,0
564,1,2998.2,3,26,0
565,1,9269.99,3,26,0
566,1,1209.64,3,26,0
567,1,1298.7,3,26,0
568,1,7797.0,3,26,0
569,1,5831.03,3,26,0
570,1,7067.9,3,26,0
571,1,14895.51,3,26,0
572,1,3316.21,3,26,0
573,1,22276.0,3,26,0
574,1,16505.51,3,26,0
575,1,636.95,3,26,0
576,1,2056.59,3,26,0
577,1,704.74,3,26,0
578,1,3222.32,3,26,0
579,1,11889.61,3,26,0
580,1,9491.89,3,26,0
581,1,6131.21,3,26,0
582,1,11938.61,3,26,0
583,1,4233.45,3,26,0
584,1,32643.79,3,26,0
585,1,622.15,3,26,0
586,1,4573.12,3,26,0
587,1,6057.8,3,26,0
588,1,5770.32,3,26,0
589,1,12607.08,3,26,0
590,1,12154.7,2,26,0
591,1,8378.01,3,26,0
592,1,9616.45,3,26,0
593,1,2231.28,3,26,0
594,1,4932.54,3,26,0
595,1,65413.89,0,26,0
596,1,98560.08,0,26,0
597,1,15054.61,0,26,0
598,1,161632.16,0,26,0
599,1,47529.19,0,26,0
600,1,9577.45,0,26,0
602,1,89327.65,0,26,0
603,1,194900.16,0,26,0
604,1,24470.43,0,26,0
605,1,217668.38,0,26,0
606,1,9067.51,0,26,0
608,1,45317.95,0,26,0
609,1,230021.01,0,26,0
610,1,154578.28,0,26,0
612,1,206405.92,0,26,0
613,1,158995.29,0,26,0
614,1,188238.54,0,26,0
615,1,21255.8,0,26,0
616,1,205955.77,0,26,0
617,1,178370.36,0,26,0
618,1,42547.96,0,26,0
619,1,15152.15,0,26,0
620,1,39249.67,0,26,0
621,1,101669.17,0,26,0
622,1,81694.11,0,26,0
623,1,10266.7,0,26,0
624,1,35502.25,0,26,0
625,1,183250.0,0,26,0
626,1,219220.21,0,26,0
627,1,254895.5,0,26,0
628,1,143148.97,0,26,0
629,1,132457.52,0,26,0
630,1,148834.28,0,26,0
631,1,106727.81,0,26,0
632,1,223123.71,0,26,0
633,1,194311.34,0,26,0
635,1,247575.4,0,26,0
636,1,29467.02,0,26,0
637,1,90340.16,0,26,0
638,1,198847.32,0,26,0
639,1,155075.41,0,26,0
640,1,76932.89,0,26,0
641,1,92971.79,0,26,0
642,1,7322.98,0,26,0
643,1,222126.95,0,26,0
644,1,62983.91,0,26,0
645,1,1271.77,0,26,0
646,1,246816.65,0,26,0
647,1,21898.97,0,26,0
648,1,30811.56,0,26,0
649,1,100275.09,0,26,0
650,1,46630.53,0,26,0
651,1,158775.58,0,26,0
652,1,90556.08,0,26,0
653,1,173948.89,0,26,0
654,1,66216.71,0,26,0
655,1,216133.99,0,26,0
658,1,71275.47,0,26,0
661,1,181002.01,0,26,0
663,1,270824.42,0,26,0
664,1,1449.03,3,26,0
665,1,3551.48,3,26,0
666,1,227768.63,1,26,0
667,1,172986.7,1,26,0
668,1,4940.2,3,26,0
669,1,2755.96,3,26,0
670,1,8807.01,2,26,0
671,1,3111.86,2,26,0
672,1,10040.52,3,26,0
673,1,5363.0,2,26,0
674,1,11990.19,3,26,0
675,1,266.88,3,26,0
676,1,1928.55,3,26,0
677,1,10648.06,3,26,0
678,1,962.43,3,26,0
679,1,8348.1,3,26,0
680,1,6969.67,3,26,0
681,1,20128.0,4,26,1
682,1,20128.0,1,26,1
683,1,154.87,3,26,0
684,1,4040.84,2,26,0
685,1,6490.17,3,26,0
686,1,12607.08,3,26,0
687,1,4347.78,2,26,0
688,1,213922.13,1,26,0
689,1,83859.59,1,26,0
690,1,33269.25,1,26,0
691,1,51749.94,1,26,0
692,1,86410.3,1,26,0
693,1,10856.63,1,26,0
694,1,161613.93,1,26,0
695,1,244361.81,1,26,0
697,1,108600.78,1,26,0
699,1,60758.42,1,26,0
700,1,86204.31,1,26,0
701,1,1234.0,1,26,0
702,1,18288.91,1,26,0
703,1,248979.22,1,26,0
704,1,126774.5,1,26,0
705,1,38428.19,1,26,0
706,1,109732.52,1,26,0
707,1,17851.54,1,26,0
708,1,5223.97,1,26,0
709,1,63807.17,1,26,0
710,1,12607.08,1,26,0
711,1,4779.93,3,26,0
712,1,16631.14,4,26,0
713,1,2771.16,3,26,0
714,1,3154.06,3,26,0
715,1,7813.63,3,26,0
716,1,360.13,3,26,0
718,1,43670.84,4,26,0
719,1,7342.63,3,26,0
720,1,7417.09,3,26,0
721,1,8865.26,3,26,0
722,1,213490.87,1,26,0
723,1,7444.4,3,26,0
726,1,6432.26,3,26,0
727,1,8690.86,3,26,0
728,1,3791.28,3,26,0
729,1,4111.34,3,26,0
730,1,7163.9,3,26,0
731,1,6557.51,3,26,0
732,1,17348.25,3,26,0
733,1,1586.28,3,26,0
734,1,6811.97,3,26,0
735,1,36651.07,3,26,0
736,1,4804.68,3,26,0
737,1,19375.5,3,26,0
738,1,13833.75,3,26,0
739,1,21008.52,3,26,0
740,1,22043.92,3,26,0
741,1,32635.14,3,26,0
742,1,11438.39,3,26,0
743,1,13527.16,3,26,0
744,1,11881.78,3,26,0
745,1,9805.46,3,26,0
746,1,9470.85,3,26,0
747,1,20560.86,3,26,0
748,1,13679.84,3,26,0
749,1,15448.0,3,26,0
750,1,1987.4,3,26,0
751,1,4145.04,3,26,0
752,1,3511.45,3,26,0
753,1,1118.1,3,26,0
754,1,15.06,3,26,0
756,1,3043.27,3,26,0
757,1,9758.09,3,26,0
758,1,5924.89,3,26,0
759,1,9550.43,3,26,0
760,1,4355.66,3,26,0
761,1,6973.12,2,26,0
762,1,2358.63,3,26,0
763,1,374.36,2,26,0
764,1,8946.63,3,26,0
765,1,20573.4,3,26,0
766,1,8358.12,3,26,0
767,1,12607.08,3,26,0
768,1,10498.05,3,26,0
770,1,12607.08,4,26,0
771,1,5184.9,3,26,0
772,1,3626.96,3,26,0
773,1,282.42,3,26,0
774,1,8703.54,2,26,0
775,1,3673.1,3,26,0
776,1,9800.58,3,26,0
777,1,88987.11,1,26,0
778,1,12607.08,3,26,0
779,1,2881.51,3,26,0
780,1,4376.46,3,26,0
781,1,11656.12,3,26,0
783,1,3292.21,3,26,0
784,1,7367.06,3,26,0
785,1,2937.34,3,26,0
786,1,1150.14,2,26,0
787,1,3563.36,3,26,0
788,1,2380.46,3,26,0
789,1,2266.02,3,26,0
790,1,32132.45,4,26,0
791,1,51627.39,4,26,0
792,1,62073.54,4,26,0
793,1,13614.91,4,26,0
794,1,2290.73,4,26,0
797,1,34390.85,4,26,0
806,1,7546.88,2,26,0
807,1,2469.75,3,26,0
808,1,1741.24,2,26,0
809,1,553.25,3,26,0
810,1,6606.31,3,26,0
811,1,2075.94,3,26,0
812,1,84212.94,4,26,0
814,1,1647.93,3,26,0
815,1,3533.32,3,26,0
816,1,7659.86,3,26,0
817,1,7203.07,3,26,0
818,1,116206.75,1,26,0
819,1,30331.38,1,26,0
820,1,2063.77,3,26,0
821,1,3035.35,3,26,0
822,1,123797.1,1,26,0
823,1,8233.25,2,26,0
824,1,2271.34,3,26,0
825,1,3801.74,3,26,0
826,1,1530.83,3,26,0
827,1,4833.96,3,26,0
828,1,5842.61,3,26,0
829,1,2871.89,3,26,0
830,1,5297.36,2,26,0
832,1,829.07,3,26,0
833,1,3418.07,3,26,0
834,1,41924.75,1,26,0
835,1,173597.57,1,26,0
836,1,77642.84,1,26,0
837,1,144964.23,1,26,0
838,1,94038.9,1,26,0
839,1,26051.33,1,26,0
840,1,134143.27,1,26,0
844,1,114057.61,1,26,0
845,1,205279.62,1,26,0
846,1,173512.93,1,26,0
847,1,166817.98,1,26,0
848,1,113283.13,1,26,0
849,1,179030.05,1,26,0
850,1,94332.0,1,26,0
851,1,141111.15,1,26,0
852,1,45756.23,1,26,0
853,1,6039.61,1,26,0
854,1,46261.02,1,26,0
856,1,195490.04,1,26,0
857,1,107308.84,1,26,0
858,1,48252.82,1,26,0
859,1,25674.03,1,26,0
860,1,63830.49,1,26,0
861,1,96178.8,1,26,0
862,1,155122.86,1,26,0
863,1,171757.76,1,26,0
864,1,8809.04,1,26,0
865,1,27320.2,1,26,0
867,1,34629.16,1,26,0
868,1,94296.25,1,26,0
870,1,161445.91,1,26,0
872,1,169854.57,1,26,0
873,1,126167.7,1,26,0
874,1,152757.58,1,26,0
875,1,49661.18,1,26,0
876,1,73513.5,1,26,0
877,1,166335.32,1,26,0
878,1,234268.82,1,26,0
880,1,194620.68,1,26,0
881,1,128278.74,1,26,0
882,1,256773.54,1,26,0
883,1,105759.12,1,26,0
884,1,59390.46,1,26,0
885,1,131991.26,1,26,0
886,1,65025.3,1,26,0
887,1,82054.36,1,26,0
888,1,69708.79,1,26,0
889,1,9104.26,1,26,0
890,1,92553.64,1,26,0
891,1,66312.08,1,26,0
892,1,142282.63,1,26,0
893,1,114499.14,1,26,0
894,1,76635.24,1,26,0
895,1,132574.0,1,26,0
896,1,39485.21,1,26,0
897,1,236825.42,1,26,0
899,1,156819.6,1,26,0
900,1,13136.44,1,26,0
901,1,4306.89,3,26,0
902,1,8309.52,3,26,0
903,1,5363.35,3,26,0
904,1,132.42,3,26,0
905,1,19644.08,3,26,0
906,1,895.24,3,26,0
907,1,7641.08,3,26,0
908,1,31188.22,3,26,0
909,1,13954.75,3,26,0
910,1,10497.33,3,26,0
911,1,5843.75,3,26,0
912,1,7260.2,3,26,0
913,1,10285.86,3,26,0
914,1,6249.78,3,26,0
915,1,848.74,3,26,0
916,1,12607.08,3,26,0
917,1,795.29,3,26,0
918,1,9191.46,3,26,0
919,1,132038.41,1,26,0
920,1,6495.27,3,26,0
921,1,1679.68,3,26,0
922,1,47477.97,4,26,0
923,1,1260.62,2,26,0
924,1,15034.23,3,26,0
925,1,3238.39,3,26,0
926,1,251241.14,1,26,0
927,1,3644.12,3,26,0
929,1,2851.83,3,26,0
930,1,94726.64,0,26,0
931,1,17020.69,3,26,0
932,1,6523.19,3,26,0
933,1,1383.56,3,26,0
934,1,1580.66,2,26,0
935,1,2466.95,3,26,0
936,1,1017.85,3,26,0
937,1,2270.41,3,26,0
938,1,102265.88,1,26,0
939,1,13758.63,2,26,0
940,1,5221.77,0,26,0
941,1,12256.66,3,26,0
942,1,8227.3,3,26,0
943,1,527.15,3,26,0
944,1,950.25,3,26,0
945,1,12728.46,3,26,0
946,1,1002.96,3,26,0
947,1,6917.1,3,26,0
948,1,1977.17,3,26,0
949,1,9314.84,3,26,0
950,1,1157.05,3,26,0
951,1,3766.99,2,26,0
952,1,3464.41,3,26,0
953,1,68662.06,1,26,0
954,1,8679.29,2,26,0
955,1,15266.05,3,26,0
956,1,8348.75,3,26,0
957,1,8419.73,3,26,0
958,1,6688.74,3,26,0
959,1,1979.94,3,26,0
960,1,9574.31,3,26,0
961,1,12607.08,3,26,0
962,1,10627.18,3,26,0
963,1,5809.78,3,26,0
965,1,4086.5,3,26,0
966,1,19741.22,3,26,0
967,1,5270.72,3,26,0
968,1,55827.09,0,26,0
969,1,174068.82,1,26,0
972,1,24105.5,0,26,0
973,1,6854.06,3,26,0
974,1,111899.09,1,26,0
975,1,1231.79,3,26,0
976,1,3380.1,3,26,0
977,1,2869.65,2,26,0
978,1,1658.87,3,26,0
979,1,823.36,3,26,0
980,1,7541.47,3,26,0
981,1,3635.93,2,26,0
982,1,1328.59,3,26,0
983,1,56145.85,4,26,0
984,1,973.18,3,26,0
985,1,619.24,3,26,0
986,1,300.41,2,26,0
988,1,8354.27,3,26,0
989,1,5423.28,2,26,0
990,1,708.59,3,26,0
991,1,8358.81,3,26,0
992,1,2245.62,3,26,0
993,1,4593.59,3,26,0
994,1,399.66,3,26,0
995,1,1617.9,3,26,0
996,1,2167.26,3,26,0
997,1,12607.08,3,26,0
998,1,3396.25,3,26,0
999,1,6780.78,3,26,0
1000,1,2284.54,3,26,0
1001,1,502.61,3,26,0
1002,1,12607.08,3,26,0
1003,1,209370.56,1,26,0
1004,1,117023.79,1,26,0
1005,1,10891.96,3,26,0
1006,1,4149.86,3,26,0
1007,1,13252.81,3,26,0
1008,1,1213.64,3,26,0
1009,1,5800.85,3,26,0
1010,1,8094.53,3,26,0
1011,1,3825.39,3,26,0
1012,1,12162.01,3,26,0
1014,1,13427.34,3,26,0
1015,1,1873.13,3,26,0
1016,1,6443.58,3,26,0
1017,1,4008.01,3,26,0
1018,1,197186.52,1,26,0
1019,1,1220.37,3,26,0
1020,1,1683.95,2,26,0
1021,1,2713.67,3,26,0
1022,1,4867.56,3,26,0
1023,1,242940.23,1,26,0
1024,1,4433.98,3,26,0
1025,1,2168.8,3,26,0
1026,1,10059.7,3,26,0
1027,1,8092.1,3,26,0
1028,1,11770.54,3,26,0
1029,1,1576.78,3,26,0
1030,1,320.53,3,26,0
1031,1,3390.74,2,26,0
1032,1,2736.35,3,26,0
1033,1,6029.92,3,26,0
1034,1,7506.65,3,26,0
1035,1,12621.09,3,26,0
1036,1,1582.67,3,26,0
1037,1,881.26,3,26,0
1038,1,4651.67,2,26,0
1039,1,8074.16,3,26,0
1040,1,4337.08,3,26,0
1041,1,429.42,2,26,0
1042,1,7645.96,3,26,0
1043,1,221654.28,4,26,0
1044,1,10932.41,3,26,0
1045,1,4518.42,3,26,0
1046,1,1616.52,3,26,0
